2,4,25,105,0,0,0,0.000413
2,4,25,105,0,0,0,0.964367
2,4,25,105,0,0,0,0.000062
2,4,25,105,0,0,0,0.000264
2,4,25,105,0,0,0,0.000203
2,4,25,105,0,0,0,0.000090
2,4,25,105,0,0,0,0.000052
2,4,25,105,0,0,0,0.000126
2,4,25,105,0,0,0,0.000214
2,4,25,105,0,0,0,0.000212
2,4,25,105,0,0,0,0.000091
2,4,25,105,0,0,0,0.000053
2,4,25,105,0,0,0,0.000064
2,4,25,105,0,0,0,0.000280
2,4,25,105,0,0,0,0.000201
2,4,25,105,0,0,0,0.000092
2,4,25,105,0,0,0,0.000054
2,4,25,105,0,0,0,0.000053
2,4,25,105,0,0,0,0.000050
2,4,25,105,0,0,0,0.000055
2,4,25,105,0,0,0,0.000053
2,4,25,105,0,0,0,0.000101
2,4,25,105,0,0,0,0.000070
2,4,25,105,0,0,0,0.000077
2,4,25,105,0,0,0,0.000070
2,4,25,105,0,0,0,0.000079
2,4,25,105,0,0,0,0.000076
2,4,25,105,0,0,0,0.000070
2,4,25,105,0,0,0,0.000118
2,4,25,105,0,0,0,0.000076
2,4,25,105,0,0,0,0.000247
2,4,25,105,0,0,0,0.000378
2,4,25,105,0,0,0,0.000259
2,4,25,105,0,0,0,0.000074
2,4,25,105,0,0,0,0.000075
2,4,25,105,0,0,0,0.000081
2,4,25,105,0,0,0,0.000084
2,4,25,105,0,0,0,0.000083
2,4,25,105,0,0,0,0.000093
2,4,25,105,0,0,0,0.000150
2,4,25,105,0,0,0,0.000109
2,4,25,105,0,0,0,0.000074
2,4,25,105,0,0,0,0.000073
2,4,25,105,0,0,0,0.000089
2,4,25,105,0,0,0,0.000073
2,4,25,105,0,0,0,0.000084
2,4,25,105,0,0,0,0.000083
2,4,25,105,0,0,0,0.000104
2,4,25,105,0,0,0,0.000114
2,4,25,105,0,0,0,0.000066
2,4,25,105,0,0,0,0.000063
2,4,25,105,0,0,0,0.000058
2,4,25,105,0,0,0,0.000058
2,4,25,105,0,0,0,0.000059
2,4,25,105,0,0,0,0.000059
2,4,25,105,0,0,0,0.000062
2,4,25,105,0,0,0,0.000090
2,4,25,105,0,0,0,0.000065
2,4,25,105,0,0,0,0.000056
2,4,25,105,0,0,0,0.000057
2,4,25,105,0,0,0,0.000059
2,4,25,105,0,0,0,0.000059
2,4,25,105,0,0,0,0.000308
2,4,25,105,0,0,0,0.000232
2,4,25,105,0,0,0,0.000067
2,4,25,105,0,0,0,0.000061
2,4,25,105,0,0,0,0.000086
2,4,25,105,0,0,0,0.000097
2,4,25,105,0,0,0,0.000064
2,4,25,105,0,0,0,0.000115
2,4,25,105,0,0,0,0.000238
2,4,25,105,0,0,0,0.000090
2,4,25,105,0,0,0,0.000108
2,4,25,105,0,0,0,0.000070
2,4,25,105,0,0,0,0.000598
2,2,27,105,0,0,0,0.000247
2,2,27,105,0,0,0,0.000204
2,2,27,105,0,0,0,0.000071
2,2,27,105,0,0,0,0.000058
2,2,27,105,0,0,0,0.000054
2,2,27,105,0,0,0,0.000063
2,2,27,105,0,0,0,0.000061
2,2,27,105,0,0,0,0.000331
2,2,27,105,0,0,0,0.000260
2,2,27,105,0,0,0,0.000123
2,2,27,105,0,0,0,0.000094
2,2,27,105,0,0,0,0.000063
2,2,27,105,0,0,0,0.000059
2,2,27,105,0,0,0,0.000088
2,2,27,105,0,0,0,0.000344
2,2,27,105,0,0,0,0.000236
2,2,27,105,0,0,0,0.000225
2,2,27,105,0,0,0,0.000743
2,2,26,106,0,0,0,0.002911
2,2,26,106,0,0,0,0.000181
2,2,26,106,0,0,0,0.000088
2,2,26,106,0,0,0,0.000105
2,2,26,106,0,0,0,0.000357
2,2,26,106,0,0,0,0.000334
2,2,26,106,0,0,0,0.000231
